facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V04) (503) Altoona, PA HCS","14,266","13,963",97.88%,303,2.12%,"12,339",799,825,264,27,5,7,3.10,4.81,4.41,,,
"(1V04) (503) Altoona, PA (James E. Van Zandt)","8,542","8,352",97.78%,190,2.22%,"7,409",455,488,168,17,3,2,2.57,4.23,3.45,,,
"(1V04) (503GA) Johnstown, PA","1,727","1,686",97.63%,41,2.37%,"1,465",111,110,31,7,1,2,3.37,6.88,6.80,,,
"(1V04) (503GB) DuBois, PA","1,894","1,865",98.47%,29,1.53%,"1,616",125,124,25,2,1,1,4.25,6.94,6.35,,,
"(1V04) (503GC) State College, PA","1,488","1,453",97.65%,35,2.35%,"1,298",81,74,33,1,0,1,3.52,6.57,5.01,,,
"(1V04) (503GD) Mapleton Depot, PA (Huntingdon County)",339,334,98.53%,5,1.47%,305,13,16,4,0,0,1,2.00,4.94,4.96,,,
"(1V04) (503GE) Indiana, PA",276,273,98.91%,3,1.09%,246,14,13,3,0,0,0,2.02,0.38,7.00,,,
"(1V04) (529) Butler, PA HCS","8,151","8,048",98.74%,103,1.26%,"7,472",275,301,96,6,1,0,0.49,3.22,3.26,,,
"(1V04) (529) Duffy Road, PA (Abie Abraham)","5,770","5,680",98.44%,90,1.56%,"5,212",216,252,83,6,1,0,0.59,3.26,3.18,,,
"(1V04) (529GA) Hermitage, PA (Michael A. Marzano)",780,779,99.87%,1,0.13%,740,20,19,1,0,0,0,0.32,1.78,3.09,,,
"(1V04) (529GB) New Castle, PA
(Lawrence County)",367,366,99.73%,1,0.27%,343,17,6,1,0,0,0,0.33,4.66,2.34,,,
"(1V04) (529GC) Kittanning, PA (Armstrong County)",335,326,97.31%,9,2.69%,312,6,8,9,0,0,0,0.33,10.20,5.74,,,
"(1V04) (529GD) Monroe Township, PA (Clarion County)",331,331,100.00%,0,0.00%,317,6,8,0,0,0,0,0.81,1.00,3.58,,,
"(1V04) (529GF) Cranberry Township, PA",568,566,99.65%,2,0.35%,548,10,8,2,0,0,0,0.26,2.23,4.05,,,
"(1V04) (542) Coatesville, PA HCS","13,437","13,268",98.74%,169,1.26%,"12,525",367,376,136,25,6,2,1.99,3.26,3.07,,,
"(1V04) (542) Coatesville, PA","11,719","11,556",98.61%,163,1.39%,"10,887",329,340,132,23,6,2,2.45,3.26,3.22,,,
"(1V04) (542BU) Coatesville, PA - VADOM",479,479,100.00%,0,0.00%,466,10,3,0,0,0,0,,,0.00,,,
"(1V04) (542GA) Newtown Square, PA (Delaware County)",690,685,99.28%,5,0.72%,647,19,19,3,2,0,0,1.04,7.78,3.13,,,
"(1V04) (542GE) Spring City, PA",549,548,99.82%,1,0.18%,525,9,14,1,0,0,0,0.88,0.00,1.65,,,
"(1V04) (562) Erie, PA HCS","12,092","11,468",94.84%,624,5.16%,"10,261",608,599,389,109,96,30,5.92,8.95,1.86,,,
"(1V04) (562) Erie, PA","9,254","8,717",94.20%,537,5.80%,"7,739",491,487,330,95,88,24,8.43,8.98,1.74,,,
"(1V04) (562GA) Meadville, PA (Crawford County)",765,710,92.81%,55,7.19%,631,40,39,36,12,7,0,8.32,8.60,2.06,,,
"(1V04) (562GB) Ashtabula, OH",737,725,98.37%,12,1.63%,668,25,32,9,1,0,2,2.74,0.31,2.60,,,
"(1V04) (562GC) Bradford, PA
(McKean County)",268,266,99.25%,2,0.75%,254,8,4,1,0,0,1,1.24,0.00,1.88,,,
"(1V04) (562GD) Franklin, PA
(Venango County)",447,436,97.54%,11,2.46%,395,20,21,9,1,0,1,4.52,2.00,2.26,,,
"(1V04) (562GE) Warren, PA",621,614,98.87%,7,1.13%,574,24,16,4,0,1,2,2.38,15.87,1.21,,,
"(1V04) (595) Lebanon, PA HCS","26,237","25,360",96.66%,877,3.34%,"22,766","1,226","1,368",626,209,32,10,3.12,4.80,2.70,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V04) (595) Lebanon, PA","18,040","17,356",96.21%,684,3.79%,"15,454",853,"1,049",480,168,30,6,3.53,5.04,2.04,,,
"(1V04) (595GA) Mechanicsburg, PA (Cumberland County)","3,203","3,108",97.03%,95,2.97%,"2,838",131,139,71,21,1,2,3.45,4.06,3.09,,,
"(1V04) (595GC) Lancaster, PA",979,952,97.24%,27,2.76%,884,34,34,17,9,1,0,3.15,1.31,4.13,,,
"(1V04) (595GD) Wyomissing, PA (Berks County)","1,285","1,264",98.37%,21,1.63%,"1,163",63,38,20,1,0,0,2.07,3.24,2.95,,,
"(1V04) (595GE) York, PA","2,232","2,189",98.07%,43,1.93%,"1,988",112,89,35,7,0,1,2.26,3.24,3.70,,,
"(1V04) (595GF) Pottsville, PA (Schuylkill County)",447,441,98.66%,6,1.34%,390,32,19,3,3,0,0,2.59,,4.81,,,
"(1V04) (595QA) Annville, PA (Fort Indiantown Gap)",51,50,98.04%,1,1.96%,49,1,0,0,0,0,1,8.57,,,,,
"(1V04) (642) Philadelphia, PA HCS","32,542","30,775",94.57%,"1,767",5.43%,"27,319","1,520","1,936","1,042",420,205,100,3.73,8.41,1.88,,,
"(1V04) (642) Philadelphia, PA (Corporal Michael J. Crescenz)","26,283","24,678",93.89%,"1,605",6.11%,"21,720","1,238","1,720",942,386,182,95,4.11,8.61,1.82,,,
"(1V04) (642GA) Burlington County, NJ","1,390","1,369",98.49%,21,1.51%,"1,271",57,41,13,4,1,3,2.61,2.75,1.70,,,
"(1V04) (642GC) Horsham, PA (Victor J. Saracini)","2,151","2,064",95.96%,87,4.04%,"1,826",142,96,49,15,22,1,3.80,9.01,2.63,,,
"(1V04) (642GD) Gloucester County, NJ","1,851","1,801",97.30%,50,2.70%,"1,693",53,55,35,15,0,0,2.31,4.82,1.79,,,
"(1V04) (642GF) Camden, NJ",341,337,98.83%,4,1.17%,283,30,24,3,0,0,1,4.12,0.08,5.04,,,
"(1V04) (642QA) Chestnut Street, PA",526,526,100.00%,0,0.00%,526,0,0,0,0,0,0,,,,,,
"(1V04) (646) Pittsburgh, PA HCS","32,821","30,876",94.07%,"1,945",5.93%,"25,540","2,463","2,873","1,408",339,116,82,4.85,9.02,3.20,,,
"(1V04) (646) Pittsburgh-University Drive, PA","20,650","19,206",93.01%,"1,444",6.99%,"15,586","1,621","1,999","1,080",249,71,44,7.35,9.09,1.87,,,
"(1V04) (646A4) Heinz, PA (H. John
Heinz III)","6,312","5,974",94.65%,338,5.35%,"4,969",444,561,230,65,20,23,4.61,8.35,3.35,,,
"(1V04) (646GA) St. Clairsville, OH (Belmont County)","1,166","1,141",97.86%,25,2.14%,"1,035",51,55,13,8,3,1,2.12,21.85,9.00,,,
"(1V04) (646GB) Greensburg, PA (Westmoreland County)","1,371","1,336",97.45%,35,2.55%,"1,146",123,67,20,5,9,1,3.59,6.26,6.20,,,
"(1V04) (646GC) Rochester, PA (Beaver County)","1,271","1,250",98.35%,21,1.65%,"1,099",104,47,15,1,3,2,3.84,4.07,4.95,,,
"(1V04) (646GD) Washington, PA","1,147","1,110",96.77%,37,3.23%,961,61,88,21,7,3,6,3.95,7.18,8.47,,,
"(1V04) (646GE) Uniontown, PA (Fayette County)",904,859,95.02%,45,4.98%,744,59,56,29,4,7,5,4.24,10.96,9.17,,,
"(1V04) (693) Wilkes-Barre, PA HCS","20,645","19,824",96.02%,821,3.98%,"17,732",944,"1,148",605,150,44,22,2.51,5.87,6.81,,,
"(1V04) (693) Wilkes-Barre, PA","14,443","13,786",95.45%,657,4.55%,"12,146",754,886,471,129,40,17,2.78,6.19,8.54,,,
"(1V04) (693B4) Allentown, PA","3,664","3,541",96.64%,123,3.36%,"3,244",111,186,96,20,3,4,3.36,3.32,5.88,,,
"(1V04) (693GA) Sayre, PA",885,869,98.19%,16,1.81%,816,28,25,15,0,0,1,1.08,5.89,1.39,,,
"(1V04) (693GB) Williamsport, PA",898,883,98.33%,15,1.67%,818,27,38,14,0,1,0,1.95,4.61,3.09,,,
"(1V04) (693GC) Tobyhanna, PA",94,93,98.94%,1,1.06%,86,6,1,1,0,0,0,1.76,0.00,6.40,,,
"(1V04) (693GF) Berwick, PA
(Columbia County)",249,248,99.60%,1,0.40%,246,1,1,1,0,0,0,0.50,,0.00,,,
"(1V04) (693GG) Bangor, PA
(Northampton County)",246,239,97.15%,7,2.85%,215,14,10,6,1,0,0,2.66,1.40,10.83,,,
"(1V04) (693QA) Honesdale, PA (Wayne County)",166,165,99.40%,1,0.60%,161,3,1,1,0,0,0,1.00,0.47,2.00,,,
"(1V05) (540) Clarksburg, WV HCS","16,794","16,036",95.49%,758,4.51%,"14,300",831,905,469,140,73,76,3.75,7.52,5.62,,,
"(1V05) (540) Clarksburg, WV (Louis A. Johnson)","13,719","13,055",95.16%,664,4.84%,"11,584",686,785,404,128,68,64,3.94,7.50,5.07,,,
"(1V05) (540BU) Clarksburg, WV - VADOM",13,13,100.00%,0,0.00%,12,1,0,0,0,0,0,,,,,,
"(1V05) (540GA) Parsons, WV (Tucker County)",273,271,99.27%,2,0.73%,257,12,2,1,1,0,0,1.85,,7.00,,,
"(1V05) (540GB) Parkersburg, WV (Wood County)","1,226","1,159",94.54%,67,5.46%,"1,037",53,69,44,8,4,11,5.25,7.75,8.49,,,
"(1V05) (540GC) Gassaway, WV
(Braxton County)",563,554,98.40%,9,1.60%,531,10,13,8,1,0,0,1.63,25.83,7.24,,,
"(1V05) (540GD) Westover, WV
(Monongalia County)",951,939,98.74%,12,1.26%,850,58,31,9,1,1,1,2.36,14.30,5.10,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V05) (540HK) Clarksburg, WV - Mobile",49,45,91.84%,4,8.16%,29,11,5,3,1,0,0,9.91,0.00,,,,
"(1V05) (512) Baltimore, MD HCS","35,634","33,787",94.82%,"1,847",5.18%,"30,257","1,541","1,989","1,168",435,121,123,2.39,8.80,3.75,,,
"(1V05) (512) Baltimore, MD","21,442","20,004",93.29%,"1,438",6.71%,"17,609",971,"1,424",918,339,86,95,3.04,9.68,3.33,,,
"(1V05) (512A5) Perry Point, MD","5,960","5,758",96.61%,202,3.39%,"5,289",258,211,142,33,9,18,2.14,8.97,3.70,,,
"(1V05) (512GA) Cambridge, MD","1,757","1,723",98.06%,34,1.94%,"1,604",59,60,20,2,10,2,1.24,5.55,3.65,,,
"(1V05) (512GC) Glen Burnie, MD","1,451","1,376",94.83%,75,5.17%,"1,264",55,57,33,29,9,4,3.29,9.88,6.28,,,
"(1V05) (512GD) Loch Raven, MD","2,990","2,936",98.19%,54,1.81%,"2,653",128,155,33,16,3,2,1.99,3.58,5.04,,,
"(1V05) (512GE) Pocomoke City, MD",383,381,99.48%,2,0.52%,348,16,17,2,0,0,0,1.66,1.29,3.24,,,
"(1V05) (512GF) Eastern Baltimore County, MD",351,347,98.86%,4,1.14%,314,16,17,4,0,0,0,2.47,,3.99,,,
"(1V05) (512GG) Fort Meade, MD","1,282","1,245",97.11%,37,2.89%,"1,168",34,43,16,16,3,2,1.70,6.74,3.86,,,
"(1V05) (512QA) Baltimore-West Fayette, MD",18,17,94.44%,1,5.56%,8,4,5,0,0,1,0,,14.78,,,,
"(1V05) (613) Martinsburg, WV HCS","27,065","25,562",94.45%,"1,503",5.55%,"22,147","1,460","1,955","1,112",249,81,61,7.30,8.52,5.34,,,
"(1V05) (613) Martinsburg, WV","19,500","18,425",94.49%,"1,075",5.51%,"15,927","1,046","1,452",802,191,56,26,5.73,9.11,3.58,,,
"(1V05) (613BU) Martinsburg, WV - VADOM",445,443,99.55%,2,0.45%,431,10,2,2,0,0,0,,,,,,
"(1V05) (613GA) Cumberland, MD","1,022",974,95.30%,48,4.70%,786,94,94,41,4,3,0,8.12,5.55,5.06,,,
"(1V05) (613GB) Hagerstown, MD","1,158","1,046",90.33%,112,9.67%,892,48,106,87,12,8,5,9.66,13.67,8.21,,,
"(1V05) (613GC) Stephens City, VA","1,812","1,698",93.71%,114,6.29%,"1,486",98,114,86,20,7,1,6.82,7.44,8.88,,,
"(1V05) (613GD) Franklin, WV",61,61,100.00%,0,0.00%,59,0,2,0,0,0,0,1.05,4.00,,,,
"(1V05) (613GE) Petersburg, WV",427,399,93.44%,28,6.56%,367,14,18,14,9,3,2,6.58,0.00,10.23,,,
"(1V05) (613GF) Harrisonburg, VA",981,950,96.84%,31,3.16%,846,43,61,24,3,0,4,3.20,6.48,9.75,,,
"(1V05) (613GG) Fort Detrick, MD","1,659","1,566",94.39%,93,5.61%,"1,353",107,106,56,10,4,23,13.66,3.45,7.28,,,
"(1V05) (688) Washington, DC HCS","40,280","39,011",96.85%,"1,269",3.15%,"35,286","1,721","2,004",962,208,42,57,4.57,5.36,2.69,,,
"(1V05) (688) Washington-DC, DC","34,620","33,496",96.75%,"1,124",3.25%,"30,078","1,572","1,846",845,190,38,51,5.69,5.36,2.83,,,
(1V05) (688DV) Charlotte Hall State Veterans Home,1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,0.00,,,,
"(1V05) (688GA) Fort Belvoir, VA","2,074","2,042",98.46%,32,1.54%,"1,941",70,31,21,8,1,2,2.06,4.55,1.46,,,
"(1V05) (688GB) Southeast Washington, DC",198,192,96.97%,6,3.03%,186,4,2,5,1,0,0,1.54,13.15,1.65,,,
"(1V05) (688GD) Charlotte Hall, MD","1,081","1,053",97.41%,28,2.59%,"1,001",24,28,28,0,0,0,2.52,5.60,0.25,,,
"(1V05) (688GE) Southern Prince Georges County-Andrews Air Force Base, MD","1,805","1,741",96.45%,64,3.55%,"1,641",34,66,50,8,3,3,4.18,6.21,2.55,,,
"(1V05) (688GF) Montgomery County, MD",475,468,98.53%,7,1.47%,429,13,26,7,0,0,0,1.29,6.73,4.96,,,
"(1V05) (688QA) Franklin Street, DC",26,18,69.23%,8,30.77%,9,4,5,6,1,0,1,,,25.04,,,
"(1V05) (517) Beckley, WV HCS","10,054","9,679",96.27%,375,3.73%,"8,597",477,605,265,85,12,13,6.69,6.88,2.30,,,
"(1V05) (517) Beckley, WV","9,017","8,664",96.09%,353,3.91%,"7,682",433,549,245,84,11,13,7.41,7.04,1.94,,,
"(1V05) (517GB) Ronceverte, WV (Greenbrier County)",783,771,98.47%,12,1.53%,696,31,44,11,1,0,0,4.25,1.46,7.56,,,
"(1V05) (517QA) Princeton, WV",254,244,96.06%,10,3.94%,219,13,12,9,0,1,0,5.07,0.61,0.00,,,
"(1V05) (581) Huntington, WV HCS","21,887","20,916",95.56%,971,4.44%,"18,624","1,026","1,266",656,210,60,45,3.45,7.96,2.59,,,
"(1V05) (581) Huntington, WV (Hershel ""Woody"" Williams)","17,200","16,250",94.48%,950,5.52%,"14,439",832,979,639,207,60,44,3.58,8.44,2.57,,,
"(1V05) (581GA) Prestonsburg, KY","1,459","1,450",99.38%,9,0.62%,"1,384",33,33,7,1,0,1,1.42,2.42,2.69,,,
"(1V05) (581GB) Charleston, WV","2,640","2,638",99.92%,2,0.08%,"2,258",141,239,1,1,0,0,4.64,1.42,2.58,,,
"(1V05) (581GG) Gallipolis, OH",425,423,99.53%,2,0.47%,405,10,8,2,0,0,0,0.90,7.00,3.75,,,
"(1V05) (581GH) Lenore, WV",159,151,94.97%,8,5.03%,134,10,7,7,1,0,0,6.15,0.00,,,,
"(1V05) (581QA) Huntington-Ninth Street, WV",4,4,100.00%,0,0.00%,4,0,0,0,0,0,0,0.00,,,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V06) (558) Durham, NC HCS","36,647","32,840",89.61%,"3,807",10.39%,"28,635","1,798","2,407","2,190",914,393,310,9.06,11.80,6.19,,,
"(1V06) (558) Durham, NC","20,891","18,603",89.05%,"2,288",10.95%,"16,137",996,"1,470","1,373",542,221,152,8.04,10.97,3.58,,,
"(1V06) (558GA) Greenville, NC","8,181","7,298",89.21%,883,10.79%,"6,372",419,507,440,231,97,115,8.26,13.78,7.11,,,
"(1V06) (558GB) Raleigh-Sungate Boulevard, NC","1,523","1,412",92.71%,111,7.29%,"1,271",58,83,70,32,8,1,5.61,23.77,0.37,,,
"(1V06) (558GC) Morehead City, NC","1,201",929,77.35%,272,22.65%,798,55,76,147,68,42,15,19.38,18.97,21.25,,,
"(1V06) (558GD) Durham County, NC","1,160","1,134",97.76%,26,2.24%,"1,045",44,45,22,1,2,1,,,3.98,,,
"(1V06) (558GE) Hillandale Road, NC","1,011",920,91.00%,91,9.00%,781,81,58,54,20,7,10,9.32,36.41,0.00,,,
"(1V06) (558GF) Wake County, NC","1,637","1,568",95.78%,69,4.22%,"1,430",74,64,47,11,6,5,,,5.47,,,
"(1V06) (558GG) Raleigh-Atlantic Avenue, NC",952,890,93.49%,62,6.51%,729,66,95,34,7,10,11,10.09,9.15,0.28,,,
"(1V06) (558QA) Brier Creek, NC",91,86,94.51%,5,5.49%,72,5,9,3,2,0,0,,4.81,,,,
"(1V06) (565) Fayetteville, NC HCS","42,067","40,130",95.40%,"1,937",4.60%,"35,310","2,251","2,569","1,390",325,112,110,3.82,8.49,5.06,,,
"(1V06) (565) Fayetteville, NC","9,803","9,427",96.16%,376,3.84%,"8,680",363,384,237,84,29,26,6.91,5.60,5.35,,,
"(1V06) (565GA) Jacksonville- Henderson Drive, NC","1,809","1,775",98.12%,34,1.88%,"1,682",40,53,27,5,2,0,1.29,14.29,5.84,,,
"(1V06) (565GC) Wilmington, NC","7,170","6,942",96.82%,228,3.18%,"6,123",409,410,149,57,16,6,2.24,6.59,4.27,,,
"(1V06) (565GD) Hamlet, NC",941,935,99.36%,6,0.64%,879,29,27,3,0,2,1,2.10,0.63,1.07,,,
"(1V06) (565GE) Robeson County, NC",939,908,96.70%,31,3.30%,813,53,42,14,14,2,1,5.07,0.00,4.13,,,
"(1V06) (565GF) Goldsboro, NC","1,195","1,148",96.07%,47,3.93%,"1,047",45,56,39,3,4,1,3.95,1.00,4.85,,,
"(1V06) (565GG) Sanford, NC (Lee
County)","1,048","1,018",97.14%,30,2.86%,909,59,50,24,2,2,2,3.53,17.90,3.33,,,
"(1V06) (565GH) Brunswick County, NC",491,481,97.96%,10,2.04%,433,29,19,7,2,1,0,4.16,,0.42,,,
"(1V06) (565GJ) Jacksonville 2, NC",585,584,99.83%,1,0.17%,555,19,10,1,0,0,0,1.09,,,,,
"(1V06) (565GL) Cumberland County, NC","15,934","14,838",93.12%,"1,096",6.88%,"12,339","1,058","1,441",842,138,48,68,5.03,10.34,7.64,,,
"(1V06) (565GM) Jacksonville 3, NC",556,531,95.50%,25,4.50%,475,36,20,15,7,1,2,,,5.86,,,
(1V06) (565MB) IDES Fort Bragg,67,67,100.00%,0,0.00%,54,10,3,0,0,0,0,,4.40,3.27,,,
(1V06) (565MD) IDES Camp Lejeune,125,125,100.00%,0,0.00%,125,0,0,0,0,0,0,,0.00,0.00,,,
"(1V06) (565QA) Robeson Street, NC",683,683,100.00%,0,0.00%,683,0,0,0,0,0,0,,,,,,
"(1V06) (565QD) Raeford Road, NC",721,668,92.65%,53,7.35%,513,101,54,32,13,5,3,,8.88,,,,
"(1V06) (590) Hampton, VA HCS","30,186","27,312",90.48%,"2,874",9.52%,"23,679","1,715","1,918","1,492",722,432,228,11.66,15.79,7.12,,,
"(1V06) (590) Hampton, VA","25,419","22,894",90.07%,"2,525",9.93%,"19,943","1,355","1,596","1,299",653,371,202,13.14,15.81,6.54,,,
"(1V06) (590BU) Hampton, VA - VADOM",39,39,100.00%,0,0.00%,38,1,0,0,0,0,0,,,,,,
"(1V06) (590GB) Virginia Beach, VA","2,118","1,854",87.54%,264,12.46%,"1,552",163,139,132,56,50,26,12.85,17.34,12.56,,,
"(1V06) (590GC) Albemarle, NC",801,795,99.25%,6,0.75%,733,38,24,5,1,0,0,3.00,0.00,1.55,,,
"(1V06) (590GD) Chesapeake, VA","1,639","1,560",95.18%,79,4.82%,"1,384",77,99,56,12,11,0,5.86,4.22,6.36,,,
(1V06) (590MA) IDES Portsmouth,59,59,100.00%,0,0.00%,1,29,29,0,0,0,0,,14.00,19.31,,,
(1V06) (590MB) IDES Langley,28,28,100.00%,0,0.00%,5,13,10,0,0,0,0,,12.57,,,,
(1V06) (590MC) IDES Fort Eustis,83,83,100.00%,0,0.00%,23,39,21,0,0,0,0,,12.54,8.07,,,
"(1V06) (637) Asheville, NC HCS","25,550","23,141",90.57%,"2,409",9.43%,"19,911","1,497","1,733","1,365",608,222,214,4.67,13.49,5.65,,,
"(1V06) (637) Asheville, NC (Charles George)","21,165","19,048",90.00%,"2,117",10.00%,"16,266","1,273","1,509","1,214",537,189,177,5.13,13.12,5.11,,,
"(1V06) (637BU) Asheville, NC - VADOM",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,,,,,
"(1V06) (637GA) Franklin, NC",881,820,93.08%,61,6.92%,747,38,35,25,8,5,23,7.45,22.96,3.63,,,
"(1V06) (637GB) Rutherford County, NC","1,109","1,077",97.11%,32,2.89%,978,46,53,23,4,4,1,1.92,5.90,5.00,,,
"(1V06) (637GC) Hickory, NC","2,394","2,195",91.69%,199,8.31%,"1,919",140,136,103,59,24,13,3.70,16.27,11.05,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V06) (652) Richmond, VA HCS","40,731","38,835",95.35%,"1,896",4.65%,"33,960","2,386","2,489","1,328",343,114,111,5.08,7.84,2.87,,,
"(1V06) (652) Richmond, VA (Hunter Holmes McGuire)","35,304","33,526",94.96%,"1,778",5.04%,"29,147","2,108","2,271","1,244",321,111,102,5.86,7.86,3.04,,,
"(1V06) (6529AA) Richmond, VA - CLC",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,,,,,
"(1V06) (652GA) Fredericksburg-Mary Washington, VA","1,913","1,890",98.80%,23,1.20%,"1,722",103,65,13,8,2,0,1.90,11.49,2.25,,,
"(1V06) (652GB) Fredericksburg- Southpoint, VA","1,415","1,361",96.18%,54,3.82%,"1,181",90,90,39,7,0,8,6.71,11.19,4.00,,,
"(1V06) (652GE) Charlottesville, VA","1,588","1,560",98.24%,28,1.76%,"1,468",51,41,23,3,1,1,2.85,4.03,0.63,,,
"(1V06) (652GF) Emporia, VA",510,497,97.45%,13,2.55%,441,34,22,9,4,0,0,3.17,5.00,6.52,,,
"(1V06) (658) Salem, VA HCS","25,054","23,126",92.30%,"1,928",7.70%,"18,981","1,839","2,306","1,280",325,183,140,5.87,12.58,5.70,,,
"(1V06) (658) Salem, VA","20,149","18,477",91.70%,"1,672",8.30%,"14,960","1,568","1,949","1,098",284,164,126,4.78,12.81,5.29,,,
"(1V06) (658GA) Tazewell, VA",352,345,98.01%,7,1.99%,303,28,14,5,2,0,0,2.75,14.00,3.20,,,
"(1V06) (658GB) Danville, VA","1,687","1,546",91.64%,141,8.36%,"1,353",73,120,109,20,7,5,8.94,3.25,8.29,,,
"(1V06) (658GC) Lynchburg, VA","1,207","1,161",96.19%,46,3.81%,960,83,118,25,7,8,6,8.01,14.83,5.29,,,
"(1V06) (658GD) Staunton, VA",865,853,98.61%,12,1.39%,757,46,50,7,3,1,1,4.74,1.41,2.24,,,
"(1V06) (658GE) Wytheville, VA",794,744,93.70%,50,6.30%,648,41,55,36,9,3,2,4.61,2.64,9.29,,,
"(1V06) (659) Salisbury, NC HCS","49,892","45,677",91.55%,"4,215",8.45%,"38,411","3,385","3,881","2,841",873,277,224,4.45,10.65,11.03,,,
"(1V06) (659) Salisbury, NC (W.G.
(Bill) Hefner Salisbury)","19,845","18,561",93.53%,"1,284",6.47%,"15,670","1,398","1,493",899,256,71,58,4.55,8.86,7.15,,,
"(1V06) (659BY) Kernersville, NC","13,972","12,689",90.82%,"1,283",9.18%,"10,638",939,"1,112",840,294,90,59,5.58,9.92,13.89,,,
"(1V06) (659BZ) South Charlotte, NC","14,186","12,595",88.78%,"1,591",11.22%,"10,561",894,"1,140","1,051",318,115,107,3.89,14.94,12.22,,,
"(1V06) (659GA) North Charlotte, NC","1,889","1,832",96.98%,57,3.02%,"1,542",154,136,51,5,1,0,2.01,5.55,7.02,,,
"(2V07) (508) Atlanta, GA HCS","69,024","64,635",93.64%,"4,389",6.36%,"56,608","3,542","4,485","2,767","1,140",239,243,2.82,12.23,2.53,,,
"(2V07) (508) Atlanta, GA","31,923","29,330",91.88%,"2,593",8.12%,"25,109","1,725","2,496","1,737",694,90,72,2.60,11.91,1.81,,,
"(2V07) (508GA) Fort McPherson, GA","6,201","5,913",95.36%,288,4.64%,"5,393",244,276,140,96,31,21,2.50,20.21,2.87,,,
"(2V07) (508GE) Oakwood, GA","3,235","3,172",98.05%,63,1.95%,"2,826",179,167,39,15,3,6,3.15,7.12,2.19,,,
"(2V07) (508GF) Austell, GA","1,837","1,818",98.97%,19,1.03%,"1,710",57,51,13,4,2,0,1.51,14.09,2.30,,,
"(2V07) (508GG) Stockbridge, GA","2,399","2,345",97.75%,54,2.25%,"2,065",112,168,46,4,2,2,3.81,4.04,4.20,,,
"(2V07) (508GH) Lawrenceville, GA","2,656","2,595",97.70%,61,2.30%,"2,377",108,110,44,9,4,4,1.57,8.86,3.10,,,
"(2V07) (508GI) Newnan, GA","1,597","1,575",98.62%,22,1.38%,"1,402",87,86,18,3,0,1,1.63,2.37,5.99,,,
"(2V07) (508GJ) Blairsville, GA","1,090","1,080",99.08%,10,0.92%,"1,004",49,27,7,1,0,2,1.51,2.64,2.65,,,
