facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V04) (529GC) Armstrong County, PA",301,300,99.67%,1,0.33%,294,4,2,1,0,0,0,0.09,0.25,3.04,,,
"(1V04) (529GD) Clarion County, PA",206,206,100.00%,0,0.00%,204,1,1,0,0,0,0,0.59,0.00,0.86,,,
"(1V04) (529GF) Cranberry Township, PA",542,538,99.26%,4,0.74%,509,11,18,4,0,0,0,1.00,2.26,4.81,,,
"(1V04) (542) Coatesville, PA HCS","8,982","8,633",96.11%,349,3.89%,"8,000",283,350,205,37,17,90,4.20,15.36,3.47,,,
"(1V04) (542) Coatesville, PA","7,594","7,262",95.63%,332,4.37%,"6,716",234,312,193,35,17,87,4.46,15.37,3.92,,,
"(1V04) (542BU) Coatesville, PA - VADOM",266,266,100.00%,0,0.00%,258,6,2,0,0,0,0,,,0.00,,,
"(1V04) (542GA) Delaware County, PA",607,598,98.52%,9,1.48%,557,23,18,8,1,0,0,1.48,0.00,3.09,,,
"(1V04) (542GE) Spring City, PA",515,507,98.45%,8,1.55%,469,20,18,4,1,0,3,5.95,,0.83,,,
"(1V04) (562) Erie, PA HCS","11,228","10,429",92.88%,799,7.12%,"9,410",503,516,319,166,92,222,5.05,26.14,1.71,,,
"(1V04) (562) Erie, PA","8,198","7,509",91.60%,689,8.40%,"6,835",329,345,254,150,81,204,5.05,28.01,1.53,,,
"(1V04) (562GA) Crawford County, PA",777,726,93.44%,51,6.56%,623,48,55,21,14,7,9,11.70,12.13,2.82,,,
"(1V04) (562GB) Ashtabula County, OH",610,596,97.70%,14,2.30%,553,23,20,8,1,3,2,4.13,3.88,1.57,,,
"(1V04) (562GC) McKean County, PA",252,251,99.60%,1,0.40%,220,17,14,1,0,0,0,3.33,0.85,0.00,,,
"(1V04) (562GD) Venango County, PA",719,702,97.64%,17,2.36%,610,48,44,15,1,0,1,3.76,6.79,4.62,,,
"(1V04) (562GE) Warren County, PA",672,645,95.98%,27,4.02%,569,38,38,20,0,1,6,3.62,20.23,1.13,,,
"(1V04) (595) Lebanon, PA HCS","23,939","22,311",93.20%,"1,628",6.80%,"19,658","1,337","1,316",843,223,161,401,5.66,15.20,4.28,,,
"(1V04) (595) Lebanon, PA","15,538","14,314",92.12%,"1,224",7.88%,"12,728",796,790,574,173,134,343,5.44,16.10,3.91,,,
"(1V04) (595GA) Cumberland County, PA","3,467","3,237",93.37%,230,6.63%,"2,772",227,238,157,29,10,34,5.80,15.00,4.63,,,
"(1V04) (595GC) Lancaster County, PA","1,309","1,273",97.25%,36,2.75%,"1,136",76,61,22,6,6,2,5.50,3.80,2.94,,,
"(1V04) (595GD) Berks County, PA","1,139","1,121",98.42%,18,1.58%,992,78,51,13,2,1,2,5.88,3.31,2.92,,,
"(1V04) (595GE) York, PA","2,103","1,997",94.96%,106,5.04%,"1,706",138,153,71,7,9,19,6.22,11.04,6.71,,,
"(1V04) (595GF) Schuylkill County, PA",381,367,96.33%,14,3.67%,322,22,23,6,6,1,1,4.29,,1.80,,,
"(1V04) (595PA) Lebanon, PA - PRRTP",2,2,100.00%,0,0.00%,2,0,0,0,0,0,0,,,,,,
"(1V04) (642) Philadelphia, PA HCS","25,908","24,434",94.31%,"1,474",5.69%,"21,805","1,226","1,403",806,316,105,247,5.21,6.67,1.45,,,
"(1V04) (642) Philadelphia, PA (Corporal Michael J. Crescenz)","21,059","19,689",93.49%,"1,370",6.51%,"17,525",961,"1,203",746,295,101,228,5.20,6.85,1.64,,,
"(1V04) (642GA) Burlington County, NJ","1,377","1,352",98.18%,25,1.82%,"1,240",67,45,15,3,2,5,3.91,2.34,0.44,,,
"(1V04) (642GC) Horsham, PA (Victor J. Saracini)","1,278","1,240",97.03%,38,2.97%,"1,024",117,99,23,4,2,9,7.36,3.66,2.07,,,
"(1V04) (642GD) Gloucester County, NJ","1,095","1,077",98.36%,18,1.64%,982,53,42,11,2,0,5,4.22,5.85,0.75,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V04) (642GF) Camden, NJ",273,264,96.70%,9,3.30%,239,16,9,8,1,0,0,6.45,0.00,0.66,,,
"(1V04) (642GH) West Philadelphia, PA",273,273,100.00%,0,0.00%,256,12,5,0,0,0,0,2.42,,0.76,,,
"(1V04) (642QA) Chestnut Street, PA",553,539,97.47%,14,2.53%,539,0,0,3,11,0,0,,,,,,
"(1V04) (646) Pittsburgh, PA HCS","30,424","28,440",93.48%,"1,984",6.52%,"24,032","2,158","2,250","1,130",294,177,383,5.99,13.22,3.05,,,
"(1V04) (646) Pittsburgh, PA","18,149","16,833",92.75%,"1,316",7.25%,"14,191","1,231","1,411",725,217,119,255,9.84,13.58,2.59,,,
"(1V04) (646A4) Heinz, PA (H. John
Heinz III)","4,685","4,209",89.84%,476,10.16%,"3,406",389,414,278,57,50,91,8.94,17.50,3.57,,,
"(1V04) (646GA) Belmont County, OH","1,608","1,592",99.00%,16,1.00%,"1,442",101,49,12,3,0,1,1.44,5.42,1.38,,,
"(1V04) (646GB) Westmoreland County, PA","1,410","1,392",98.72%,18,1.28%,"1,218",104,70,12,2,1,3,2.65,7.69,2.40,,,
"(1V04) (646GC) Beaver County, PA","1,398","1,359",97.21%,39,2.79%,"1,179",104,76,23,5,2,9,4.26,9.52,4.38,,,
"(1V04) (646GD) Washington County, PA","1,679","1,590",94.70%,89,5.30%,"1,313",127,150,56,7,4,22,6.96,11.75,16.93,,,
"(1V04) (646GE) Fayette County, PA","1,495","1,465",97.99%,30,2.01%,"1,283",102,80,24,3,1,2,2.28,4.13,2.20,,,
"(1V04) (693) Wilkes-Barre, PA HCS","17,557","16,488",93.91%,"1,069",6.09%,"14,821",818,849,564,209,105,191,6.94,9.55,2.62,,,
"(1V04) (693) Wilkes-Barre, PA","12,930","12,145",93.93%,785,6.07%,"10,832",642,671,452,147,55,131,3.53,9.63,2.22,,,
"(1V04) (693B4) Allentown, PA","2,630","2,424",92.17%,206,7.83%,"2,251",79,94,83,41,47,35,15.01,4.54,3.69,,,
"(1V04) (693GA) Sayre, PA",423,385,91.02%,38,8.98%,341,20,24,5,10,2,21,7.43,29.63,2.46,,,
"(1V04) (693GB) Williamsport, PA",939,910,96.91%,29,3.09%,839,40,31,18,6,1,4,4.95,0.50,2.03,,,
"(1V04) (693GC) Tobyhanna, PA",71,71,100.00%,0,0.00%,59,9,3,0,0,0,0,2.80,,,,,
"(1V04) (693GF) Columbia County, PA",226,221,97.79%,5,2.21%,196,11,14,3,2,0,0,3.95,,,,,
"(1V04) (693GG) Northampton County, PA",185,179,96.76%,6,3.24%,156,12,11,3,3,0,0,4.14,,,,,
"(1V04) (693QA) Wayne County, PA",153,153,100.00%,0,0.00%,147,5,1,0,0,0,0,1.00,,,,,
"(1V05) (540) Clarksburg, WV HCS","12,651","12,156",96.09%,495,3.91%,"11,176",464,516,277,127,52,39,3.70,7.13,4.10,,,
"(1V05) (540) Clarksburg, WV (Louis A. Johnson)","10,088","9,669",95.85%,419,4.15%,"8,865",380,424,229,109,48,33,3.49,7.28,3.58,,,
"(1V05) (540BU) Clarksburg, WV - VADOM",10,10,100.00%,0,0.00%,10,0,0,0,0,0,0,,,,,,
"(1V05) (540GA) Tucker County, WV",136,132,97.06%,4,2.94%,120,8,4,4,0,0,0,3.12,,7.00,,,
"(1V05) (540GB) Wood County, WV","1,057","1,017",96.22%,40,3.78%,932,41,44,21,11,2,6,5.39,5.04,7.94,,,
"(1V05) (540GC) Braxton County, WV",367,364,99.18%,3,0.82%,356,6,2,3,0,0,0,0.52,,2.73,,,
"(1V05) (540GD) Monongalia County, WV",967,938,97.00%,29,3.00%,872,28,38,20,7,2,0,4.14,5.02,3.01,,,
"(1V05) (540HK) Clarksburg, WV - Mobile",26,26,100.00%,0,0.00%,21,1,4,0,0,0,0,,,,,,
"(1V05) (512) Baltimore, MD HCS","27,910","25,965",93.03%,"1,945",6.97%,"22,816","1,471","1,678","1,089",422,157,277,3.24,10.79,4.97,,,
"(1V05) (512GD) Loch Raven, MD",2,2,100.00%,0,0.00%,2,0,0,0,0,0,0,6.60,10.03,7.35,,,
"(1V05) (512) Baltimore, MD","16,959","15,475",91.25%,"1,484",8.75%,"13,242",977,"1,256",803,346,123,212,6.60,10.03,7.35,,,
(1V05) (512PA) 512PA,39,8,20.51%,31,79.49%,5,0,3,30,1,0,0,6.60,10.03,7.35,,,
"(1V05) (512A5) Perry Point, MD","3,557","3,380",95.02%,177,4.98%,"3,079",135,166,95,27,10,45,1.51,17.01,3.70,,,
"(1V05) (512GA) Cambridge, MD","1,267","1,245",98.26%,22,1.74%,"1,211",16,18,8,10,3,1,1.20,5.49,0.00,,,
"(1V05) (512GC) Glen Burnie, MD","1,290","1,215",94.19%,75,5.81%,"1,097",98,20,50,15,5,5,0.41,11.14,0.00,,,
"(1V05) (512GD) Loch Raven, MD","2,069","1,949",94.20%,120,5.80%,"1,735",104,110,81,19,11,9,2.89,10.49,1.30,,,
"(1V05) (512GE) Pocomoke City, MD",320,318,99.38%,2,0.63%,293,10,15,1,1,0,0,1.43,,0.30,,,
"(1V05) (512GF) Eastern Baltimore County, MD",746,741,99.33%,5,0.67%,651,59,31,3,0,0,2,1.06,2.64,2.30,,,
"(1V05) (512GG) Fort Meade, MD","1,148","1,136",98.95%,12,1.05%,"1,024",69,43,12,0,0,0,0.48,5.00,0.23,,,
"(1V05) (512QA) Baltimore West Fayette Street, MD",513,496,96.69%,17,3.31%,477,3,16,6,3,5,3,,,4.42,,,
"(1V05) (613) Martinsburg, WV HCS","24,922","23,659",94.93%,"1,263",5.07%,"21,749",940,970,584,216,103,360,1.96,15.07,10.18,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V05) (613) Martinsburg, WV","17,879","16,836",94.17%,"1,043",5.83%,"15,385",690,761,480,177,77,309,1.84,16.30,10.91,,,
"(1V05) (613BU) Martinsburg, WV - VADOM",113,112,99.12%,1,0.88%,112,0,0,1,0,0,0,,,0.00,,,
"(1V05) (613GA) Cumberland, MD","1,079","1,045",96.85%,34,3.15%,965,48,32,7,9,15,3,1.72,32.40,2.83,,,
"(1V05) (613GB) Hagerstown, MD","1,142","1,100",96.32%,42,3.68%,"1,020",38,42,28,4,5,5,2.26,40.88,8.18,,,
"(1V05) (613GC) Stephens City, VA","1,560","1,525",97.76%,35,2.24%,"1,421",52,52,29,6,0,0,2.14,6.54,2.27,,,
"(1V05) (613GD) Franklin, WV",137,131,95.62%,6,4.38%,126,3,2,3,3,0,0,1.66,,,,,
"(1V05) (613GE) Petersburg, WV",367,363,98.91%,4,1.09%,340,16,7,2,0,0,2,0.83,0.00,8.22,,,
"(1V05) (613GF) Harrisonburg, VA",967,954,98.66%,13,1.34%,908,33,13,4,1,2,6,2.42,5.88,1.40,,,
"(1V05) (613GG) Fort Detrick, MD","1,678","1,593",94.93%,85,5.07%,"1,472",60,61,30,16,4,35,1.80,3.30,19.63,,,
"(1V05) (688) Washington, DC HCS","37,789","36,768",97.30%,"1,021",2.70%,"34,664",919,"1,185",716,152,53,100,2.28,5.57,1.52,,,
"(1V05) (688) Washington, DC","31,785","30,866",97.11%,919,2.89%,"28,986",804,"1,076",636,133,51,99,2.50,5.69,1.36,,,
"(1V05) (688GA) Fort Belvoir, VA","1,837","1,815",98.80%,22,1.20%,"1,745",31,39,19,2,0,1,1.56,2.35,3.51,,,
"(1V05) (688GB) Southeast Washington, DC",188,188,100.00%,0,0.00%,186,2,0,0,0,0,0,0.95,,0.00,,,
"(1V05) (688GD) Charlotte Hall, MD",873,862,98.74%,11,1.26%,815,29,18,8,3,0,0,4.35,2.16,0.36,,,
"(1V05) (688GE) Southern Prince Georges County, MD","1,743","1,703",97.71%,40,2.29%,"1,636",33,34,34,4,2,0,1.44,5.42,0.45,,,
"(1V05) (688GF) Montgomery County, MD",724,696,96.13%,28,3.87%,666,15,15,18,10,0,0,1.98,4.62,5.63,,,
"(1V05) (688GG) Lexington Park, MD",583,582,99.83%,1,0.17%,579,2,1,1,0,0,0,0.44,0.00,0.00,,,
"(1V05) (688QA) Franklin Street, DC",56,56,100.00%,0,0.00%,51,3,2,0,0,0,0,,,0.00,,,
"(1V05) (517) Beckley, WV HCS","9,487","8,621",90.87%,866,9.13%,"7,836",360,425,318,114,122,312,6.84,25.43,4.76,,,
"(1V05) (517) Beckley, WV","8,044","7,222",89.78%,822,10.22%,"6,499",331,392,283,108,121,310,6.73,25.49,4.78,,,
"(1V05) (517GB) Greenbrier County, WV","1,053","1,053",100.00%,0,0.00%,"1,036",6,11,0,0,0,0,2.38,0.00,0.11,,,
"(1V05) (517QA) Princeton, WV",390,346,88.72%,44,11.28%,301,23,22,35,6,1,2,12.11,0.00,5.43,,,
"(1V05) (581) Huntington, WV HCS","18,553","17,716",95.49%,837,4.51%,"16,120",848,748,356,149,87,245,2.33,13.90,1.96,,,
"(1V05) (581) Huntington, WV (Hershel ""Woody"" Williams)","13,817","13,023",94.25%,794,5.75%,"11,739",669,615,326,145,86,237,2.32,14.72,1.35,,,
"(1V05) (581GA) Prestonsburg, KY","1,262","1,251",99.13%,11,0.87%,"1,216",18,17,4,3,0,4,1.88,0.00,6.67,,,
"(1V05) (581GB) Charleston, WV","3,138","3,107",99.01%,31,0.99%,"2,838",155,114,26,1,1,3,1.75,1.85,3.47,,,
"(1V05) (581GH) Lenore, WV",5,5,100.00%,0,0.00%,4,0,1,0,0,0,0,0.56,0.65,0.50,,,
"(1V05) (581GG) Gallipolis, OH",181,181,100.00%,0,0.00%,178,3,0,0,0,0,0,0.56,0.65,0.50,,,
"(1V05) (581GH) Lenore, WV",148,147,99.32%,1,0.68%,143,3,1,0,0,0,1,18.83,,1.50,,,
"(1V05) (581QA) Huntington Ninth Street, WV",2,2,100.00%,0,0.00%,2,0,0,0,0,0,0,0.00,,,,,
"(1V06) (558) Durham, NC HCS","34,346","31,148",90.69%,"3,198",9.31%,"26,903","1,807","2,438","1,726",663,275,534,5.83,12.21,5.92,,,
"(1V06) (558) Durham, NC","17,797","15,761",88.56%,"2,036",11.44%,"13,425",932,"1,404","1,069",394,186,387,5.86,12.25,7.06,,,
"(1V06) (558GA) Greenville, NC","7,004","6,495",92.73%,509,7.27%,"5,699",390,406,264,113,50,82,4.97,12.22,2.76,,,
"(1V06) (558GB) Raleigh, NC","1,779","1,670",93.87%,109,6.13%,"1,420",101,149,83,15,6,5,7.80,15.29,2.47,,,
"(1V06) (558GC) Morehead City, NC","1,146","1,059",92.41%,87,7.59%,817,111,131,61,18,2,6,5.86,5.93,7.28,,,
"(1V06) (558GD) Durham County, NC","1,312","1,256",95.73%,56,4.27%,"1,135",49,72,37,14,1,4,,,4.08,,,
"(1V06) (558GE) Hillandale Road, NC","1,636","1,565",95.66%,71,4.34%,"1,443",66,56,41,9,2,19,3.74,6.50,,,,
"(1V06) (558GF) Wake County, NC","1,387","1,202",86.66%,185,13.34%,"1,070",43,89,91,70,14,10,,,11.60,,,
"(1V06) (558GG) Raleigh-Atlantic Avenue, NC","1,271","1,210",95.20%,61,4.80%,"1,077",68,65,42,11,2,6,8.40,19.85,0.78,,,
"(1V06) (558GH) Clayton-East Raleigh, NC",809,744,91.97%,65,8.03%,679,29,36,24,14,12,15,6.99,15.44,1.17,,,
"(1V06) (558QA) Brier Creek, NC",205,186,90.73%,19,9.27%,138,18,30,14,5,0,0,,4.80,,,,
"(1V06) (565) Fayetteville, NC HCS","40,873","36,583",89.50%,"4,290",10.50%,"32,331","2,052","2,200","2,023",840,507,920,7.11,20.43,1.24,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V06) (565) Fayetteville, NC","9,153","8,534",93.24%,619,6.76%,"8,004",244,286,219,82,50,268,0.00,22.51,0.78,,,
"(1V06) (565GA) Jacksonville, NC","1,606","1,558",97.01%,48,2.99%,"1,400",96,62,35,2,4,7,0.62,37.62,0.51,,,
"(1V06) (565GC) Wilmington, NC","6,687","6,164",92.18%,523,7.82%,"5,370",396,398,286,75,33,129,2.76,17.31,1.01,,,
"(1V06) (565GD) Hamlet, NC",568,565,99.47%,3,0.53%,515,38,12,3,0,0,0,0.79,,3.36,,,
"(1V06) (565GE) Robeson County, NC",887,855,96.39%,32,3.61%,711,92,52,19,12,1,0,6.56,0.00,0.78,,,
"(1V06) (565GF) Goldsboro, NC",882,850,96.37%,32,3.63%,799,33,18,8,5,7,12,1.73,0.00,0.38,,,
"(1V06) (565GG) Lee County, NC","1,019",992,97.35%,27,2.65%,893,47,52,14,3,4,6,2.85,45.14,3.09,,,
"(1V06) (565GH) Brunswick County, NC",629,609,96.82%,20,3.18%,577,18,14,11,7,2,0,3.65,0.00,0.13,,,
"(1V06) (565GJ) Jacksonville 2, NC",338,338,100.00%,0,0.00%,320,11,7,0,0,0,0,1.52,,,,,
"(1V06) (565GL) Cumberland County, NC","16,729","13,876",82.95%,"2,853",17.05%,"11,711",938,"1,227","1,357",610,394,492,13.40,21.83,2.65,,,
"(1V06) (565GM) Jacksonville 3, NC",797,773,96.99%,24,3.01%,684,51,38,13,6,2,3,,,3.46,,,
(1V06) (565MD) IDES Camp Lejeune,1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,,0.00,,,,
"(1V06) (565QA) Robeson Street, NC",926,895,96.65%,31,3.35%,888,4,3,17,12,1,1,,59.19,,,,
"(1V06) (565QD) Raeford Road, NC",651,573,88.02%,78,11.98%,458,84,31,41,26,9,2,,10.94,,,,
"(1V06) (590) Hampton, VA HCS","26,347","24,679",93.67%,"1,668",6.33%,"22,270","1,108","1,301",922,329,121,296,8.33,15.99,2.70,,,
"(1V06) (590) Hampton, VA","21,180","19,762",93.31%,"1,418",6.69%,"17,791",888,"1,083",766,283,100,269,8.66,16.65,3.05,,,
"(1V06) (590BU) Hampton, VA - VADOM",39,39,100.00%,0,0.00%,39,0,0,0,0,0,0,,,,,,
"(1V06) (590GB) Virginia Beach, VA","1,903","1,783",93.69%,120,6.31%,"1,614",90,79,58,27,13,22,10.80,10.90,2.80,,,
"(1V06) (590GC) Albemarle, NC",665,658,98.95%,7,1.05%,597,31,30,7,0,0,0,3.59,4.00,1.76,,,
"(1V06) (590GD) Chesapeake, VA","1,979","1,887",95.35%,92,4.65%,"1,768",57,62,61,19,8,4,5.40,4.91,0.80,,,
"(1V06) (590GE) Portsmouth, VA",581,550,94.66%,31,5.34%,461,42,47,30,0,0,1,11.54,,3.67,,,
"(1V06) (637) Asheville, NC HCS","24,669","22,547",91.40%,"2,122",8.60%,"18,834","1,678","2,035","1,290",395,146,291,5.07,11.80,3.72,,,
"(1V06) (637) Asheville, NC (Charles George)","19,245","17,471",90.78%,"1,774",9.22%,"14,494","1,322","1,655","1,073",337,111,253,3.84,12.51,3.42,,,
"(1V06) (637BU) Asheville, NC - VADOM",6,6,100.00%,0,0.00%,6,0,0,0,0,0,0,,,,,,
"(1V06) (637GA) Franklin, NC","1,349","1,246",92.36%,103,7.64%,"1,076",66,104,58,26,13,6,8.78,7.99,7.48,,,
"(1V06) (637GB) Rutherford County, NC","1,253","1,152",91.94%,101,8.06%,971,96,85,44,15,16,26,6.98,5.57,6.01,,,
"(1V06) (637GC) Hickory, NC","2,816","2,672",94.89%,144,5.11%,"2,287",194,191,115,17,6,6,5.05,5.63,3.17,,,
"(1V06) (652) Richmond, VA HCS","41,881","39,103",93.37%,"2,778",6.63%,"34,543","2,176","2,384","1,344",544,310,580,9.83,11.98,4.57,,,
"(1V06) (652) Richmond, VA (Hunter Holmes McGuire)","35,779","33,235",92.89%,"2,544",7.11%,"29,193","1,899","2,143","1,205",501,287,551,11.90,12.20,5.24,,,
"(1V06) (652GA) Fredericksburg, VA","1,946","1,907",98.00%,39,2.00%,"1,763",92,52,32,2,2,3,5.36,4.71,1.14,,,
"(1V06) (652GB) Fredericksburg 2, VA","1,807","1,786",98.84%,21,1.16%,"1,662",74,50,18,2,1,0,2.92,3.60,1.76,,,
"(1V06) (652GC) Henrico County, VA",262,244,93.13%,18,6.87%,202,20,22,7,7,2,2,13.16,5.58,0.00,,,
"(1V06) (652GE) Charlottesville, VA","1,515","1,377",90.89%,138,9.11%,"1,239",58,80,69,29,17,23,8.24,11.64,7.59,,,
"(1V06) (652GF) Emporia, VA",572,554,96.85%,18,3.15%,484,33,37,13,3,1,1,3.34,16.47,0.00,,,
"(1V06) (658) Salem, VA HCS","24,587","22,875",93.04%,"1,712",6.96%,"20,370","1,276","1,229",947,456,163,146,7.69,13.48,2.55,,,
"(1V06) (658) Salem, VA","19,794","18,195",91.92%,"1,599",8.08%,"16,091","1,057","1,047",867,434,157,141,11.88,13.86,1.83,,,
"(1V06) (658BU) Salem, VA - VADOM",20,20,100.00%,0,0.00%,14,6,0,0,0,0,0,,,,,,
"(1V06) (658GA) Tazewell, VA",342,337,98.54%,5,1.46%,318,15,4,3,2,0,0,2.01,,7.60,,,
"(1V06) (658GB) Danville, VA","1,162","1,106",95.18%,56,4.82%,"1,009",49,48,38,13,2,3,7.48,3.16,3.96,,,
"(1V06) (658GC) Lynchburg, VA","1,482","1,447",97.64%,35,2.36%,"1,299",73,75,32,1,2,0,1.33,2.17,3.70,,,
"(1V06) (658GD) Staunton, VA",792,789,99.62%,3,0.38%,747,30,12,3,0,0,0,1.66,1.70,1.09,,,
"(1V06) (658GE) Wytheville, VA",995,981,98.59%,14,1.41%,892,46,43,4,6,2,2,2.94,4.00,5.13,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(1V06) (659) Salisbury, NC HCS","53,629","47,406",88.40%,"6,223",11.60%,"39,903","3,396","4,107","3,118","1,054",529,"1,522",6.90,19.89,6.78,,,
"(1V06) (659) Salisbury, NC (W.G.
(Bill) Hefner Salisbury)","17,734","16,036",90.43%,"1,698",9.57%,"13,611","1,134","1,291",846,271,173,408,12.15,15.44,4.57,,,
"(1V06) (659BY) Kernersville, NC","16,400","13,679",83.41%,"2,721",16.59%,"11,412",925,"1,342","1,332",526,230,633,8.83,26.62,12.83,,,
"(1V06) (659BZ) South Charlotte, NC","16,131","14,477",89.75%,"1,654",10.25%,"12,181","1,048","1,248",870,239,118,427,3.87,19.47,5.60,,,
"(1V06) (659GA) North Charlotte, NC","3,364","3,214",95.54%,150,4.46%,"2,699",289,226,70,18,8,54,3.86,9.51,2.49,,,
"(2V07) (508) Atlanta, GA HCS","61,065","56,773",92.97%,"4,292",7.03%,"50,099","2,992","3,682","2,419",800,410,663,3.53,14.60,2.05,,,
"(2V07) (508) Atlanta, GA","25,708","23,091",89.82%,"2,617",10.18%,"19,946","1,308","1,837","1,378",542,259,438,4.15,14.42,1.61,,,
"(2V07) (508GA) Fort McPherson, GA","6,354","6,036",95.00%,318,5.00%,"5,546",231,259,180,73,11,54,3.89,39.12,3.81,,,
"(2V07) (508GE) Oakwood, GA","2,404","2,336",97.17%,68,2.83%,"2,196",84,56,45,11,7,5,2.83,7.94,0.97,,,
"(2V07) (508GF) West Cobb County, GA","1,055","1,022",96.87%,33,3.13%,932,45,45,24,8,0,1,4.15,11.00,0.00,,,
"(2V07) (508GG) Stockbridge, GA","1,456","1,347",92.51%,109,7.49%,"1,225",62,60,68,14,5,22,8.02,54.77,2.25,,,
"(2V07) (508GH) Lawrenceville, GA","1,857","1,844",99.30%,13,0.70%,"1,720",71,53,11,1,0,1,1.96,2.16,0.12,,,
"(2V07) (508GI) Newnan, GA","1,279","1,221",95.47%,58,4.53%,"1,118",41,62,25,9,10,14,3.74,38.68,0.13,,,
"(2V07) (508GJ) Blairsville, GA",945,902,95.45%,43,4.55%,790,57,55,25,8,4,6,2.46,16.47,1.73,,,
"(2V07) (508GK) Carrollton, GA (Trinka Davis Village)","2,276","2,182",95.87%,94,4.13%,"1,871",160,151,78,10,4,2,1.63,9.53,0.78,,,
"(2V07) (508GL) Rome, GA",637,605,94.98%,32,5.02%,532,44,29,13,12,2,5,6.75,42.33,0.18,,,
"(2V07) (508GM) Pickens County, GA",557,534,95.87%,23,4.13%,440,42,52,20,1,1,1,6.13,17.40,2.37,,,
"(2V07) (508GN) Covington, GA",745,737,98.93%,8,1.07%,676,28,33,8,0,0,0,1.54,,1.19,,,
"(2V07) (508GO) Northeast Cobb County, GA","1,127","1,046",92.81%,81,7.19%,835,82,129,61,6,5,9,10.08,15.84,0.12,,,
"(2V07) (508GP) South Cobb County, GA","1,249","1,234",98.80%,15,1.20%,"1,163",36,35,15,0,0,0,,,1.76,,,
"(2V07) (508QC) Henderson Mill, GA","2,069","2,017",97.49%,52,2.51%,"1,953",20,44,44,7,1,0,,,2.30,,,
"(2V07) (508QD) Fulton County, GA",37,37,100.00%,0,0.00%,37,0,0,0,0,0,0,,0.00,0.00,,,
"(2V07) (508QE) Gwinnett County, GA","1,294","1,233",95.29%,61,4.71%,"1,126",37,70,55,6,0,0,2.05,,4.29,,,
"(2V07) (508QF) Atlanta North Arcadia Avenue, GA","9,047","8,436",93.25%,611,6.75%,"7,159",611,666,322,84,100,105,1.78,10.89,0.62,,,
"(2V07) (508QH) South Fulton County, GA",830,785,94.58%,45,5.42%,709,31,45,39,5,1,0,,,3.44,,,
"(2V07) (508QI) North DeKalb County, GA",139,128,92.09%,11,7.91%,125,2,1,8,3,0,0,,5.46,,,,
